MSISDN,Topup date,Measure,Amount paid
0768739445,2022-10-03,1,299
0768740208,2022-10-03,2,49
0768741723,2022-10-03,1,149
0768742898,2022-10-03,1,299
0768743683,2022-10-03,1,299
0768744353,2022-10-03,1,249
0768746974,2022-10-03,1,149
0768748012,2022-10-03,1,49
0768748116,2022-10-03,1,199
0768748711,2022-10-03,1,49
0768749534,2022-10-03,1,349
0768751733,2022-10-03,1,99
0768752962,2022-10-03,1,99
0768754934,2022-10-03,3,348
0768756204,2022-10-03,2,98
0768756356,2022-10-03,1,99
0768757710,2022-10-03,1,349
0768758389,2022-10-03,1,99
0768758577,2022-10-03,1,149
0768759928,2022-10-03,1,199
0768761522,2022-10-03,2,148
0768762026,2022-10-03,1,349
0768764140,2022-10-03,1,49
0768764248,2022-10-03,1,99
0768764774,2022-10-03,1,100
0768765104,2022-10-03,1,149
0768765503,2022-10-03,2,0
0768766044,2022-10-03,1,99
0768766439,2022-10-03,2,98
0768768594,2022-10-03,1,349
0768768694,2022-10-03,1,99
0768768723,2022-10-03,1,99
0768769230,2022-10-03,6,294
0768769889,2022-10-03,1,199
0768772093,2022-10-03,1,199
0768772809,2022-10-03,1,99
0768774315,2022-10-03,1,299
0768775632,2022-10-03,1,0
0768775881,2022-10-03,1,149
0768776474,2022-10-03,1,199
0768776818,2022-10-03,1,799
0768777106,2022-10-03,3,147
0768777179,2022-10-03,3,147
0768777282,2022-10-03,3,147
0768778165,2022-10-03,1,99
0768779005,2022-10-03,1,99
0768780012,2022-10-03,1,349
0768781210,2022-10-03,1,149
0768783238,2022-10-03,1,349
0768786863,2022-10-03,1,149
0768788743,2022-10-03,1,349
0768789037,2022-10-03,1,249
0768789387,2022-10-03,1,149
0768789470,2022-10-03,1,299
0768791065,2022-10-03,1,49
0768791123,2022-10-03,1,99
0768791154,2022-10-03,1,299
0768791315,2022-10-03,1,99
0768792859,2022-10-03,1,250
0768794681,2022-10-03,1,99
0768794954,2022-10-03,1,199
0768796001,2022-10-03,1,299
0768798246,2022-10-03,1,100
0768798886,2022-10-03,1,199
0768800707,2022-10-03,3,159
0768801236,2022-10-03,2,148
0768801920,2022-10-03,1,149
0768802669,2022-10-03,1,199
0768803753,2022-10-03,1,249
0768804217,2022-10-03,1,449
0768804998,2022-10-03,1,100
0768805200,2022-10-03,1,249
0768806078,2022-10-03,1,99
0768806134,2022-10-03,2,99
0768806758,2022-10-03,1,99
0768807300,2022-10-03,1,99
0768807414,2022-10-03,4,398
0768807479,2022-10-03,3,449
0768808257,2022-10-03,2,299
0768808837,2022-10-03,1,299
0768809887,2022-10-03,1,149
0768811850,2022-10-03,1,99
0768812600,2022-10-03,1,99
0768814501,2022-10-03,1,149
0768814617,2022-10-03,1,299
0768814869,2022-10-03,1,99
0768814934,2022-10-03,1,99
0768815010,2022-10-03,1,99
0768815383,2022-10-03,1,149
0768816680,2022-10-03,1,499
0768817073,2022-10-03,1,299
0768817562,2022-10-03,1,100
0768817661,2022-10-03,1,99
0768818022,2022-10-03,1,49
0768818886,2022-10-03,1,199
0768818915,2022-10-03,1,449
0768819215,2022-10-03,1,99
0768819549,2022-10-03,1,349
0768819903,2022-10-03,1,99
0768820274,2022-10-03,1,449
0768820573,2022-10-03,1,449
0768820645,2022-10-03,1,349
0768821046,2022-10-03,1,299
0768821287,2022-10-03,1,99
0768821570,2022-10-03,1,799
0768821800,2022-10-03,1,349
0768822036,2022-10-03,1,49
0768822503,2022-10-03,1,149
0768822964,2022-10-03,1,299
0768823018,2022-10-03,4,299
0768823100,2022-10-03,2,299
0768823116,2022-10-03,1,299
0768823310,2022-10-03,1,0
0768823398,2022-10-03,1,199
0768824252,2022-10-03,1,99
0768824679,2022-10-03,2,348
0768825359,2022-10-03,2,0
0768825386,2022-10-03,3,449
0768825801,2022-10-03,2,100
0768827031,2022-10-03,1,349
0768827811,2022-10-03,1,299
0768828057,2022-10-03,1,49
0768828520,2022-10-03,1,99
0768828568,2022-10-03,1,49
0768828944,2022-10-03,1,99
0768829078,2022-10-03,1,349
0768829107,2022-10-03,1,99
0768829259,2022-10-03,1,149
0768829684,2022-10-03,1,0
0768830325,2022-10-03,1,149
0768834683,2022-10-03,1,99
0768834905,2022-10-03,1,100
0768835210,2022-10-03,1,149
0768835341,2022-10-03,2,0
0768835757,2022-10-03,2,0
0768836313,2022-10-03,1,349
0768836475,2022-10-03,2,0
0768836568,2022-10-03,1,199
0768836572,2022-10-03,1,199
0768837452,2022-10-03,1,49
0768837539,2022-10-03,1,100
0768839227,2022-10-03,1,100
0768839510,2022-10-03,2,349
0768839922,2022-10-03,1,99
0768840064,2022-10-03,3,0
0768840319,2022-10-03,1,299
0768840646,2022-10-03,2,349
0768840775,2022-10-03,1,99
0768841088,2022-10-03,1,249
0768842419,2022-10-03,1,99
0768842689,2022-10-03,1,99
0768842886,2022-10-03,3,349
0768843631,2022-10-03,1,499
0768843848,2022-10-03,1,49
0768843951,2022-10-03,2,349
0768844699,2022-10-03,1,299
0768844831,2022-10-03,1,349
0768844839,2022-10-03,1,349
0768845187,2022-10-03,2,448
0768845255,2022-10-03,1,349
0768845351,2022-10-03,2,449
0768845681,2022-10-03,1,99
0768846917,2022-10-03,1,149
0768846924,2022-10-03,1,299
0768847764,2022-10-03,1,100
0768848599,2022-10-03,1,249
0768855386,2022-10-03,1,199
0768858610,2022-10-03,1,199
0768864162,2022-10-03,1,199
0768865338,2022-10-03,1,100
0768865539,2022-10-03,1,49
0768866390,2022-10-03,1,99
0768867594,2022-10-03,3,799
0768867655,2022-10-03,1,99
0768867674,2022-10-03,4,196
0768873297,2022-10-03,1,449
0768873318,2022-10-03,1,99
0768874153,2022-10-03,3,99
0768875429,2022-10-03,1,199
0768881626,2022-10-03,1,99
0768882692,2022-10-03,1,99
0768891967,2022-10-03,1,100
0768894091,2022-10-03,1,449
0768894394,2022-10-03,1,449
0768894938,2022-10-03,1,99
0768895211,2022-10-03,1,100
0768900013,2022-10-03,1,149
0768900442,2022-10-03,1,99
0768900978,2022-10-03,3,"157,12"
0768902472,2022-10-03,1,249
0768903163,2022-10-03,1,299
0768903357,2022-10-03,1,199
0768906876,2022-10-03,2,148
0768906991,2022-10-03,2,249
0768908211,2022-10-03,1,99
0768908829,2022-10-03,1,100
0768913292,2022-10-03,1,149
0768914076,2022-10-03,1,99
0768914651,2022-10-03,1,299
0768914680,2022-10-03,1,199
0768917121,2022-10-03,1,100
0768918418,2022-10-03,1,199
0768918886,2022-10-03,1,149
0768923545,2022-10-03,1,99
0768923738,2022-10-03,1,99
0768924046,2022-10-03,1,349
0768925703,2022-10-03,1,249
0768926656,2022-10-03,1,499
0768927813,2022-10-03,1,99
0768928150,2022-10-03,1,349
0768933818,2022-10-03,1,249
0768934753,2022-10-03,1,99
0768939484,2022-10-03,1,149
0768940290,2022-10-03,1,99
0768942132,2022-10-03,1,99
0768942231,2022-10-03,2,98
0768942237,2022-10-03,1,49
0768942483,2022-10-03,1,99
0768943571,2022-10-03,1,99
0768944186,2022-10-03,1,199
0768947388,2022-10-03,2,248
0768949807,2022-10-03,2,148
0768949882,2022-10-03,1,50
0768950678,2022-10-03,1,49
0768952252,2022-10-03,1,199
0768953498,2022-10-03,1,99
0768954202,2022-10-03,1,199
0768955911,2022-10-03,1,49
0768955987,2022-10-03,1,50
0768956918,2022-10-03,1,199
0768958495,2022-10-03,1,99
0768961775,2022-10-03,1,149
0768961791,2022-10-03,1,49
0768961901,2022-10-03,1,49
0768962839,2022-10-03,1,49
0768964144,2022-10-03,1,199
0768964192,2022-10-03,1,99
0768965527,2022-10-03,6,395
0768966625,2022-10-03,2,99
0768968741,2022-10-03,1,100
0768969888,2022-10-03,2,10
0768971558,2022-10-03,1,449
0768971575,2022-10-03,1,349
0768973984,2022-10-03,1,99
0768974624,2022-10-03,1,50
0768976348,2022-10-03,1,199
0768976773,2022-10-03,1,99
0768977995,2022-10-03,1,99
0768978813,2022-10-03,1,199
0768978881,2022-10-03,1,449
0768979603,2022-10-03,1,449
0768979829,2022-10-03,1,99
0768979860,2022-10-03,1,99
0768984130,2022-10-03,3,110
0768984706,2022-10-03,1,99
0768988045,2022-10-03,1,349
0768988377,2022-10-03,3,198
0768988912,2022-10-03,1,99
0768989133,2022-10-03,1,149
0768989548,2022-10-03,1,100
0768989615,2022-10-03,1,99
0768989724,2022-10-03,1,99
0768989974,2022-10-03,1,49
0768992808,2022-10-03,1,199
0768992858,2022-10-03,3,149
0768992894,2022-10-03,1,199
0768994425,2022-10-03,1,99
0768997311,2022-10-03,1,99
0768999015,2022-10-03,1,99
0769368932,2022-10-03,1,99
0769435536,2022-10-03,1,99
0769922913,2022-10-03,1,100
0790109434,2022-10-03,1,49
0790386685,2022-10-03,1,99
0790481381,2022-10-03,1,99
0793393499,2022-10-03,1,149
0793398390,2022-10-03,1,99
0793408067,2022-10-03,1,149
0793471032,2022-10-03,1,199
0793581504,2022-10-03,1,49
